Internal Pressure [atm],PM Tension [10^2 N/m],PG Tension [10^2 N/m],Total Tension [10^2 N/m]
0.5217391304347826,0.019905994816567393,1.321973298548134,1.287442309274782
0.5351170568561873,0.0,1.3723436799093576,1.371439306397796
0.5484949832775919,0.0,1.3750612237714743,1.4312208091152245
0.5618729096989966,0.002004211339826701,1.4384931760453878,1.3989823814926416
0.5752508361204013,0.0674633285939945,1.4356916945547202,1.47115728327951
0.588628762541806,0.0,1.399075825958935,1.5242048103191943
0.6020066889632107,0.0,1.542127038425384,1.5723587060879125
0.6153846153846154,0.04530189085900335,1.54432875495065,1.693708664899476
0.6287625418060201,0.04993542419372581,1.5540592126186614,1.6268915966424022
0.6421404682274248,0.0,1.6382268882262077,1.705038834219404
0.6555183946488294,0.0,1.6376573171763347,1.6568579206159433
0.6688963210702341,0.045053614171937977,1.6746519879977206,1.7435810008810457
0.6822742474916388,0.0,1.6746863014403497,1.7627322721658738
0.6956521739130435,0.04266730326458999,1.7823580731883744,1.789661644385538
0.7090301003344481,0.0,1.7880900644911206,1.8039247600683017
0.7224080267558528,0.0,1.8317150658941477,1.9345859684497635
0.7357859531772575,0.013341328578890746,1.8397340069183281,1.8601007898752622
0.7491638795986622,0.0,1.848806922583697,1.9389206529276195
0.7625418060200668,0.0,1.9272825759781926,1.9993453213924124
0.7759197324414716,0.010044141141753227,1.9118549625057681,2.0077518492506083
0.7892976588628763,0.05921794517943643,1.9679781489809263,2.057862320430845
0.802675585284281,0.0,2.023768083655918,2.0878296629214255
0.8160535117056856,0.042937759067751415,2.0490348377030343,2.092071175803335
0.8294314381270903,0.0,2.018983917639648,2.111930436242654
0.842809364548495,0.006876582815449264,2.1141341373522193,2.178999219156113
0.8561872909698997,0.007300741048636424,2.125459824412078,2.222897853671324
0.8695652173913043,0.0,2.1743237480568887,2.245014444523385
0.882943143812709,0.017042300643801665,2.2348832155809992,2.29976893728097
0.8963210702341137,0.0,2.223496538895028,2.355176469421518
0.9096989966555183,0.04028324507621358,2.2490497635515503,2.3469450035453496
0.923076923076923,0.014282078604357418,2.3148199652590438,2.387897697898734
0.9364548494983277,0.0,2.316446949678327,2.3907516772389186
0.9498327759197325,0.013327285468286442,2.3644839561414583,2.428137357659822
0.9632107023411371,0.0,2.368165279583426,2.496493505402931
0.9765886287625418,0.0,2.379208047454975,2.539423309162246
0.9899665551839465,0.0,2.4297206765918693,2.5480532907580793
1.0033444816053512,0.013757151307781264,2.5260894128251423,2.632112422405418
1.0167224080267558,0.0,2.542513158206307,2.5925491969522367
1.0301003344481605,0.003691879842200452,2.5795910690551636,2.622202805264883
1.0434782608695652,0.0,2.636296598369376,2.6810496684887433
1.0568561872909699,0.0,2.646175988606521,2.7043455734958055
1.0702341137123745,0.0,2.675171884706304,2.7231340567730435
1.0836120401337792,0.0,2.6487995605753496,2.77642205848991
1.0969899665551839,0.0,2.7077508774538703,2.8377987630732937
1.1103678929765886,0.0,2.749493366893614,2.866316275227533
1.1237458193979932,0.0,2.8073353569297295,2.899284469958434
1.137123745819398,0.0,2.882448531232678,2.953986286878931
1.1505016722408026,0.09124788237904882,2.861260678577964,2.941570107051405
1.1638795986622072,0.01938282417167842,2.865022242844968,3.019551715759479
1.177257525083612,0.0,2.9519524522525127,3.0547432954771456
1.1906354515050166,0.0,2.967960326294077,3.096456236174797
1.2040133779264215,0.0,3.0930168377485274,3.0669718779860555
1.2173913043478262,0.0,3.0301373923828714,3.10940956752627
1.2307692307692308,0.0,3.0764945438583617,3.241552077893042
1.2441471571906355,0.021358440806674678,3.098091363229461,3.187542774965694
1.2575250836120402,0.02910404613835249,3.133384348302745,3.2736140640357005
1.2709030100334449,0.0,3.1208360664153014,3.308664548747417
1.2842809364548495,0.0,3.23847074604102,3.3507875762755206
1.2976588628762542,0.0,3.243070344173152,3.307888681419518
1.3110367892976589,0.0,3.3256367575357353,3.4215790828452852
1.3244147157190636,0.0,3.3359155220431487,3.4651597254232063
1.3377926421404682,0.04187174720272161,3.3837167094010665,3.4410224399479326
1.351170568561873,0.015822617380116585,3.357836000616106,3.510453275819874
1.3645484949832776,0.0,3.388675719413672,3.523996537248276
1.3779264214046822,0.0,3.457484648628428,3.554971846985622
1.391304347826087,0.0,3.4736996769699284,3.648552117410109
1.4046822742474916,4.125596300163142e-05,3.5354765266975057,3.6613352959069254
1.4180602006688963,0.0,3.5454446311794916,3.649616195347178
1.431438127090301,0.0,3.586490278407435,3.6829059170991854
1.4448160535117056,0.0,3.6013391892107953,3.7768872518125503
1.4581939799331103,0.0,3.6268863799338256,3.801870353048457
1.471571906354515,0.026662375272388714,3.661342974182656,3.834471710258787
1.4849498327759196,0.0,3.642251264826122,3.813416653897769
1.4983277591973243,0.0,3.7860027449630063,3.9405820588245213
1.511705685618729,0.08797055168890114,3.697595386964247,3.936709624477338
1.5250836120401337,0.0,3.8212442242261675,3.9602419233581156
1.5384615384615383,0.0595730588214924,3.833617159243728,3.9520823898171082
1.5518394648829432,0.0,3.9033937621914485,3.9940136210458186
1.565217391304348,0.0,3.93966294864964,4.0794354978938125
1.5785953177257526,0.0,3.92942536959399,4.077660682059424
1.5919732441471572,0.005359615379392269,4.021718908094608,4.129532431975867
1.605351170568562,0.0,4.033026063663794,4.185878327643642
1.6187290969899666,0.0,4.088647802437707,4.194596432231107
1.6321070234113713,0.0,4.089370125552918,4.238566466022001
1.645484949832776,0.04868263668652763,4.1368123953494,4.278653022194901
1.6588628762541806,0.0,4.129927711633826,4.282839269761426
1.6722408026755853,0.0,4.1414887287422655,4.295390424791806
1.68561872909699,0.0034280205146821163,4.201250604507788,4.328977750461529
1.6989966555183946,0.0,4.211433116901547,4.396185146901079
1.7123745819397993,0.0,4.249702440512384,4.3745318094179515
1.725752508361204,0.031131394751668793,4.292229103617882,4.455647802144478
1.7391304347826086,0.0,4.348594836781549,4.485293648050765
1.7525083612040133,0.0,4.410278755226376,4.518629151369755
1.765886287625418,0.0,4.447989002955721,4.593542046328876
1.7792642140468227,0.0,4.455341475784621,4.570065270082235
1.7926421404682273,0.01838848254188895,4.541506067827765,4.591717536150674
1.806020066889632,0.0,4.507923928083806,4.672147496789656
1.8193979933110367,0.0,4.5289825583044,4.684217389491646
1.8327759197324414,0.0,4.6042067849429715,4.746023403882133
1.846153846153846,0.0,4.616440054575908,4.738998448652177
1.8595317725752507,0.00499274780645474,4.608166804285345,4.8417964749976266
1.8729096989966554,0.0,4.703630103073994,4.8121484310775
1.8862876254180603,0.0,4.7062655715138515,4.84905936401009
1.899665551839465,0.0,4.782383222579776,4.846841800618569
1.9130434782608696,0.0018436254030414147,4.802579443024035,4.9894135635585775
1.9264214046822743,0.0,4.833653759815194,4.9885642406792385
1.939799331103679,0.012389809602147653,4.832889785010121,5.001139822074089
1.9531772575250836,0.02740173728871144,4.891707527562159,5.040570290901163
1.9665551839464883,0.0,4.90185374115299,5.090216157873839
1.979933110367893,0.0,4.913907294116795,5.111267849836422
1.9933110367892977,0.0,4.9901248582476905,5.131104146064382
2.0066889632107023,0.0,4.974508323670171,5.1987908719292735
2.020066889632107,0.0,5.055874360148991,5.186603120042664
2.0334448160535117,0.0,5.083600549743115,5.288213759140224
2.0468227424749164,0.02223876695048415,5.139877352048318,5.266017641247101
2.060200668896321,0.013420580623006112,5.127670942812425,5.351885129489543
2.0735785953177257,0.0,5.137448101811676,5.372739946096597
2.0869565217391304,0.03756044299190102,5.224189304728935,5.3927789950730824
2.100334448160535,0.0,5.218565611628123,5.401419392022713
2.1137123745819397,0.0,5.299962512915727,5.4957351502718295
2.1270903010033444,0.017687997641840675,5.332864890290885,5.463681619225131
2.140468227424749,0.04337388209108796,5.3318684375941325,5.530454010476234
2.1538461538461537,0.0008860614045396752,5.405995353150492,5.610067451096023
2.1672240802675584,0.04901662834242341,5.422487566119036,5.567854152617243
2.180602006688963,0.0,5.492589843419076,5.61796898647687
2.1939799331103678,0.020917182992744886,5.531207341037488,5.678658840121126
2.2073578595317724,0.03985284708107618,5.516570857469393,5.72792933332225
2.220735785953177,0.0,5.587624269353288,5.715673632108152
2.234113712374582,0.0,5.619496445866146,5.73615276701449
2.2474916387959865,0.011957864016625899,5.654239387610883,5.7999919162963876
2.260869565217391,0.03387092596067543,5.6564150467636445,5.839597581482891
2.274247491638796,0.0,5.652483260441095,5.803679527257136
2.2876254180602005,0.0,5.670467689833238,5.909341088171924
2.301003344481605,0.0,5.741462795201178,5.892349689158186
2.31438127090301,0.0,5.675878111819599,5.924475951681143
2.3277591973244145,0.0,5.872871689137563,5.998641745340112
2.341137123745819,0.0,5.845244176363277,6.07512438670784
2.354515050167224,0.0,5.880381085817774,6.074668320020825
2.3678929765886285,0.0,5.911269648046198,6.111434368650266
2.381270903010033,0.04155369398643163,5.952975232721611,6.152865797504303
2.394648829431438,0.024102519449969634,5.945288589553641,6.142673446255638
2.408026755852843,0.003873228110335521,6.044189845876125,6.225792859389685
2.4214046822742477,0.0,6.042468515721058,6.227105500315565
2.4347826086956523,0.04592347527444455,6.119145903956921,6.247545201458319
2.448160535117057,0.0,6.118176148613538,6.302072221411338
2.4615384615384617,0.05469045262240633,6.1629090300961105,6.320993663812534
2.4749163879598663,0.0,6.194331562046806,6.334968900721052
2.488294314381271,0.0074194280132322725,6.230931800321281,6.444544540187512
2.5016722408026757,0.012950336201888315,6.181847249102432,6.401876078532522
2.5150501672240804,0.05671859723517838,6.285321661065415,6.467256092353648
2.528428093645485,0.03504894629593509,6.293451631217602,6.551860926439066
2.5418060200668897,0.0,6.293770935423719,6.532716098692899
2.5551839464882944,0.035802887812883516,6.353857872569416,6.6560047255179215
2.568561872909699,0.04270805080397867,6.353002286058451,6.6438773552116155
2.5819397993311037,0.13656904946884985,6.406164231779693,6.675098856991555
2.5953177257525084,0.10824707459974568,6.36843341590285,6.7146708604051835
2.608695652173913,0.13249263298297906,6.422136041596038,6.696498857958115
2.6220735785953178,0.1757286130697339,6.445006030182733,6.7689069914155375
2.6354515050167224,0.14211240667714553,6.435225771262109,6.781818572923422
2.648829431438127,0.30288808274625556,6.45777411993592,6.846851962257171
2.6622073578595318,0.17527575957533087,6.474763216693417,6.852421627443522
2.6755852842809364,0.27376801728437794,6.47430994538004,6.8723532567781795
2.688963210702341,0.27571219812368764,6.437974390768326,6.95976395199689
2.702341137123746,0.29015252288221527,6.491559277764258,6.945756405796031
2.7157190635451505,0.2879116144061638,6.62953596441744,6.973716202782587
2.729096989966555,0.28451086070636566,6.596989543744763,7.034102503638738
2.74247491638796,0.363201991894342,6.603546484195901,7.078364735897198
2.7558528428093645,0.33165262643934434,6.629828337081466,7.111340438643059
2.769230769230769,0.41038320263589817,6.634707996544873,7.178706834619551
2.782608695652174,0.3909051729914797,6.66051973680851,7.163006620672417
2.7959866220735785,0.4357908742485012,6.701579528893679,7.231180617037695
2.809364548494983,0.4732137683760714,6.660322695461098,7.251882102101953
2.822742474916388,0.4134252064221016,6.695861884982614,7.315378148522158
2.8361204013377925,0.474517607060433,6.75131806752558,7.348000024728565
2.849498327759197,0.5138639359089854,6.785990646191225,7.350252302656014
2.862876254180602,0.5043095016861882,6.805579453367796,7.404953519265654
2.8762541806020065,0.5879449577906626,6.788529882978814,7.45225899484511
2.8896321070234112,0.6248225190432202,6.809989321137283,7.43719885373853
2.903010033444816,0.6149848781360951,6.786476089426494,7.469153658953189
2.9163879598662206,0.5351876946741088,6.843967575420671,7.5607387276012155
2.9297658862876252,0.6371068337915522,6.831515823132769,7.5535986224331655
2.94314381270903,0.5994692323846347,6.894401927487125,7.637545469405524
2.9565217391304346,0.6305693413264521,6.91180188055005,7.5767719340004
2.9698996655518393,0.6627810076995768,6.995714695795493,7.6490385627063455
2.983277591973244,0.66137386369675,6.941143561892478,7.761266973232916
2.9966555183946486,0.6489300501980391,6.9553138518652675,7.704511857914348
3.0100334448160533,0.7136568664183807,6.949884565830667,7.732242808942968
3.023411371237458,0.7822811760305866,7.009730106345597,7.787985465857452
3.0367892976588626,0.742144411094617,7.005804280826185,7.82387450021877
3.0501672240802673,0.8297355589444984,7.0729576333956485,7.878414271707471
3.063545150501672,0.7752992859145121,7.053142018978479,7.993451295218801
3.0769230769230766,0.8688653613377606,7.024338770707221,7.994320812193986
3.0903010033444818,0.8086230528299042,7.069480741866596,7.935630029095227
3.1036789297658864,0.8912284591913464,7.146119647887444,7.994205921454358
3.117056856187291,0.8553902727237037,7.094190497956748,8.065209976307463
3.130434782608696,0.9357917871688372,7.108727652117203,8.040078819819849
3.1438127090301005,0.8958417965525991,7.1880617605834765,8.074449249493373
3.157190635451505,0.9391509905081226,7.258668564064413,8.092381170578808
3.17056856187291,0.9398755658042763,7.188920168222315,8.185469550382011
3.1839464882943145,0.9962171914627856,7.218596053923022,8.21976676078619
3.197324414715719,0.9717578375250425,7.257654943734946,8.258704584505711
3.210702341137124,1.095120097031412,7.254341240772411,8.245860097791708
3.2240802675585285,1.0426068987270243,7.307917685626779,8.345582783440069
3.237458193979933,1.0269327006671283,7.330986787546893,8.34287757597948
3.250836120401338,1.0561088252121247,7.348948928475889,8.364156774393246
3.2642140468227425,1.0677964238970092,7.346803777032402,8.383112701642014
3.277591973244147,1.1059342017253666,7.362692555851361,8.454520666477963
3.290969899665552,1.1626002985982984,7.404331144080431,8.513935872950592
3.3043478260869565,1.1937489853438568,7.35765472351543,8.511848017905498
3.317725752508361,1.1373332760172783,7.473966782853638,8.56173619206494
3.331103678929766,1.159575533040256,7.438337540942952,8.56518004493686
3.3444816053511706,1.1759449581652694,7.45610219198063,8.638199262915249
3.3578595317725752,1.214486000662701,7.493313543388766,8.721790918746102
3.37123745819398,1.2329113401175944,7.5145500213650545,8.739876524831978
3.3846153846153846,1.236450358789558,7.4646176522478465,8.744010780466132
3.3979933110367893,1.2303684253834326,7.563455142060793,8.757726081487487
3.411371237458194,1.2978168530572405,7.583565895570335,8.82057792793922
3.4247491638795986,1.264782572520342,7.541240893416473,8.851938062060178
3.4381270903010033,1.3569406276011169,7.603580094424444,8.878033377896955
3.451505016722408,1.3367876976157882,7.667328593205176,8.87556015520076
3.4648829431438126,1.366500471677937,7.650019390650977,8.927130396975809
3.4782608695652173,1.4287000419219527,7.634692222030252,8.94517262235774
3.491638795986622,1.4041370114468341,7.70192084038775,8.995902540558653
3.5050167224080266,1.467676401576491,7.700073296188266,9.058755446148062
3.5183946488294313,1.428097546817434,7.684196384747561,9.039096367165497
3.531772575250836,1.4527800844599486,7.7001381792645525,9.063177943383346
3.5451505016722407,1.4721382869163129,7.698715311036598,9.130037420631245
3.5585284280936453,1.5261782622528108,7.803832432606906,9.142850354895346
3.57190635451505,1.505968889923584,7.777679208380064,9.204699224928994
3.5852842809364547,1.5640269942583653,7.7686070944133,9.229826054513632
3.5986622073578594,1.5468548719604553,7.816695169647297,9.27113078402978
3.612040133779264,1.5930251293427165,7.877063450683734,9.27915280616278
3.6254180602006687,1.5842917516825337,7.841933224753856,9.309308603228141
3.6387959866220734,1.6412228785634233,7.847566471565901,9.470146171239321
3.652173913043478,1.6504927539253695,7.888180981102451,9.418750168822035
3.6655518394648827,1.678168029001248,7.932307467918904,9.470428336630524
3.6789297658862874,1.698926658750706,7.908815233985189,9.505527369181168
3.692307692307692,1.7331172692325454,7.89436728547875,9.482573528271427
3.7056856187290967,1.7627759787772883,7.992932024850877,9.550619064069915
3.7190635451505014,1.6968402413734691,8.045270705821848,9.651090195175355
3.732441471571906,1.762677494933992,8.024314426846365,9.627658468401508
3.7458193979933108,1.7941387468407248,8.036664272845378,9.680428810116819
3.7591973244147154,1.8305965405826778,8.079477409852643,9.709251305157434
3.7725752508361206,1.7661431588756016,8.037530153513911,9.733873253494322
3.7859531772575252,1.8183930111180817,8.057040373002131,9.743840671971178
3.79933110367893,1.8928300722950435,8.103597830495886,9.771675870638704
3.8127090301003346,1.8767311310595858,8.117209093031553,9.837593570554771
3.8260869565217392,1.890827610515412,8.145609524446643,9.912522270891438
3.839464882943144,1.9562230435210635,8.180768345172437,9.908389709757211
3.8528428093645486,1.9754607827994375,8.15984387573262,9.912089374228804
3.8662207357859533,1.9996745608338389,8.177092284670778,9.993960653932138
3.879598662207358,1.9796430841196166,8.248245140422728,9.951356062497037
3.8929765886287626,2.015031595625521,8.27414505385929,10.013547093857834
3.9063545150501673,2.0616960971111,8.208769888571679,10.081763525258653
3.919732441471572,2.065441602801169,8.257770702568143,10.101236100412224
3.9331103678929766,2.0198626279248866,8.310894078468834,10.190360510664187
3.9464882943143813,2.0534453597933457,8.33186540468614,10.193996047823545
3.959866220735786,2.0920088018772387,8.330213716189762,10.229298320802314
3.9732441471571907,2.063916977510353,8.384332868577797,10.247911952099514
3.9866220735785953,2.1380402249540578,8.364133500795157,10.255210212239295
4.0,2.132782254421298,8.397751012289035,10.350206581570083
